treatment_num,salinity_treat,temp_treat,replicate_num,spore_release_date,analysis_date,days_post_release,settled_spore_count,settled_germ_tube_spores,area_um2,settled_spore_density,germ_tube_density,settlement_density_per_um2,settlement_density,view,image,oogonia_count,oogonia_density_per_um2,oogonia_density,gam_count,gam_density_per_um2,gam_density,gam_percent_cover,sex,m_f_ratio,gam_number,gam_size_wrong,gam_size_um2,sporophyte_count,sporophyte_density_per_um2,sporophyte_density,sporophyte_percent_cover,sporophyte_num,sporophyte_size_wrong_um2_next_is_mm2,sporophyte_size_um2,sporophyte_height_mm,blade_num,blade_wet_mass,blade_dry_mass,blade_length_cm,blade_width_cm,blade_thickness_mm,blade_area_cm2,cross_sec_num,cell_type,cell_num,cell_area_wrong,cell_area_um2
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x2v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,epidermal,6,0.00549,0.549
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x2v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,epidermal,7,0.00278,0.278
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,1,0.12358,12.358
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,2,0.21117,21.117
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,3,0.11624,11.624
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,4,0.15495,15.495
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,5,0.09847,9.847
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,6,0.11764,11.764
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x2v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,2,cortical,7,0.03643,3.643
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,1,0.0049,0.49
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,2,0.00508,0.508
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,3,0.00316,0.316
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,4,0.00637,0.637
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,5,0.00383,0.383
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,6,0.00315,0.315
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,7,0.00635,0.635
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,8,0.0053,0.53
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,9,0.00432,0.432
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,10,0.00663,0.663
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b1x3v1,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,11,0.00608,0.608
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,1,0.00856,0.856
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,2,0.0089,0.89
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,3,0.01186,1.186
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,4,0.0081,0.81
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,5,0.00715,0.715
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b1x3v2,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,6,0.00801,0.801
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,1,0.00698,0.698
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,2,0.00824,0.824
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,3,0.00641,0.641
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,4,0.0062,0.62
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,5,0.00638,0.638
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,6,0.00809,0.809
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,7,0.0072,0.72
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,8,0.00762,0.762
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b1x3v3,,,,,,,,,,,,,,,,,,,,,1,,0.041,10.69269,2.66782,0.18,21.93871,3,epidermal,9,0.01053,1.053
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,1,0.16324,16.324
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,2,0.12408,12.408
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,3,0.16758,16.758
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,4,0.09216,9.216
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,5,0.09702,9.702
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,6,0.07836,7.836
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,7,0.11177,11.177
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,8,0.08601,8.601
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x1v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,9,0.08087,8.087
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,1,0.24249,24.249
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,2,0.11172,11.172
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,3,0.12638,12.638
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,4,0.09703,9.703
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,5,0.15198,15.198
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,6,0.03435,3.435
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,7,0.05254,5.254
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,8,0.05983,5.983
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,9,0.13064,13.064
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,10,0.06815,6.815
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,11,0.05129,5.129
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,12,0.01633,1.633
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,13,0.02052,2.052
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,14,0.14426,14.426
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,15,0.06187,6.187
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,16,0.05026,5.026
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,1,0.00863,0.863
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,2,0.01096,1.096
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,3,0.01012,1.012
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,4,0.01073,1.073
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,5,0.01152,1.152
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,6,0.00729,0.729
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,7,0.00779,0.779
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,8,0.00824,0.824
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,9,0.00959,0.959
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,2,t1r1b2x1v2,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,epidermal,10,0.01061,1.061
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,1,0.13485,13.485
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,2,0.05633,5.633
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,3,0.06016,6.016
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,4,0.16167,16.167
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,5,0.06395,6.395
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,6,0.03075,3.075
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,7,0.07588,7.588
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,8,0.1313,13.13
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,9,0.03408,3.408
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,10,0.01764,1.764
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,11,0.03196,3.196
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,12,0.12991,12.991
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,13,0.04563,4.563
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,14,0.05995,5.995
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,15,0.16316,16.316
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x1v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,1,cortical,16,0.04222,4.222
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,1,0.01093,1.093
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,2,0.0083,0.83
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,3,0.00897,0.897
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,4,0.0082,0.82
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,5,0.01217,1.217
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,6,0.01174,1.174
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,7,0.01274,1.274
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,8,0.01145,1.145
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,9,0.01003,1.003
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,10,0.01103,1.103
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,11,0.0073,0.73
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,12,0.00901,0.901
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b2x2v1,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,13,0.011,1.1
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,1,0.00829,0.829
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,2,0.01164,1.164
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,3,0.00875,0.875
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,4,0.01091,1.091
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,5,0.0082,0.82
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,6,0.00829,0.829
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,7,0.00781,0.781
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,8,0.00709,0.709
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,9,0.00751,0.751
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,10,0.00897,0.897
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,11,0.00716,0.716
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,12,0.01247,1.247
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,13,0.01168,1.168
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,14,0.00676,0.676
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,15,0.00952,0.952
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,3,t1r1b2x2v3,,,,,,,,,,,,,,,,,,,,,2,,0.03,12.76424,2.62688,0.23,24.22753,2,epidermal,16,0.00859,0.859
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,1,0.00754,0.754
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,2,0.00657,0.657
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,3,0.01291,1.291
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,4,0.0073,0.73
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,5,0.00682,0.682
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,6,0.00803,0.803
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,7,0.00976,0.976
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,8,0.00994,0.994
1,amb,amb,1,2024-04-30,2025-01-10,255,,,,,,,,1,t1r1b5x1v1,,,,,,,,,,,,,,,,,,,,,5,,0.005,5.88373,1.05714,0.12,3.63027,1,epidermal,9,0.01272,1.272
